Tarih,TP_DK_GBP_A_YTL
28-08-2023,33.1915
29-08-2023,33.3254
31-08-2023,33.4427
01-09-2023,33.7886
04-09-2023,33.7523
05-09-2023,33.7021
06-09-2023,33.5451
07-09-2023,33.5625
08-09-2023,33.3676
11-09-2023,33.4137
12-09-2023,33.5511
13-09-2023,33.4602
14-09-2023,33.4864
15-09-2023,33.5227
18-09-2023,33.4052
19-09-2023,33.3715
20-09-2023,33.3877
21-09-2023,33.3183
22-09-2023,33.156
25-09-2023,33.1659
26-09-2023,33.1842
27-09-2023,33.085
28-09-2023,33.0617
29-09-2023,33.2751
02-10-2023,33.4816
03-10-2023,33.3153
04-10-2023,33.096
05-10-2023,33.2679
06-10-2023,33.345
09-10-2023,33.5642
10-10-2023,33.617
11-10-2023,33.8439
12-10-2023,33.9586
13-10-2023,34.0324
16-10-2023,33.7706
17-10-2023,33.8014
18-10-2023,33.857
19-10-2023,34.0369
20-10-2023,33.8302
23-10-2023,33.8465
24-10-2023,34.004
25-10-2023,34.2991
26-10-2023,34.0149
27-10-2023,33.8981
30-10-2023,34.0392
31-10-2023,34.1217
01-11-2023,34.3181
02-11-2023,34.277
03-11-2023,34.4222
06-11-2023,34.5554
07-11-2023,35.1481
08-11-2023,34.9398
09-11-2023,34.8623
10-11-2023,34.9195
13-11-2023,34.7533
14-11-2023,34.8862
15-11-2023,35.0614
16-11-2023,35.6245
17-11-2023,35.4629
20-11-2023,35.5011
21-11-2023,35.7658
22-11-2023,35.9607
23-11-2023,35.9633
24-11-2023,36.0135
27-11-2023,36.0988
28-11-2023,36.3516
29-11-2023,36.3952
30-11-2023,36.571
01-12-2023,36.4431
04-12-2023,36.4348
05-12-2023,36.5011
06-12-2023,36.3918
07-12-2023,36.3202
08-12-2023,36.2485
11-12-2023,36.2673
12-12-2023,36.2781
13-12-2023,36.3546
14-12-2023,36.2808
15-12-2023,36.5934
18-12-2023,36.9437
19-12-2023,36.7029
20-12-2023,36.7618
21-12-2023,36.7671
22-12-2023,36.704
25-12-2023,36.9491
26-12-2023,37.0336
27-12-2023,37.0895
28-12-2023,37.2657
29-12-2023,37.5718
02-01-2024,37.4417
03-01-2024,37.6575
04-01-2024,37.5126
05-01-2024,37.7082
08-01-2024,37.6378
09-01-2024,37.8316
10-01-2024,37.9809
11-01-2024,37.9642
12-01-2024,38.1573
15-01-2024,38.2202
16-01-2024,38.2058
17-01-2024,37.9628
18-01-2024,38.0125
19-01-2024,38.1093
22-01-2024,38.1438
23-01-2024,38.2837
24-01-2024,38.3964
25-01-2024,38.3961
26-01-2024,38.4025
29-01-2024,38.3687
30-01-2024,38.4092
31-01-2024,38.3807
01-02-2024,38.3398
02-02-2024,38.2728
05-02-2024,38.6719
06-02-2024,38.3441
07-02-2024,38.2205
08-02-2024,38.4839
09-02-2024,38.4819
12-02-2024,38.5389
13-02-2024,38.6119
14-02-2024,38.7323
15-02-2024,38.4759
16-02-2024,38.4739
19-02-2024,38.6064
20-02-2024,38.7998
21-02-2024,38.7751
22-02-2024,38.9366
23-02-2024,39.1771
26-02-2024,39.2119
27-02-2024,39.29
28-02-2024,39.3558
29-02-2024,39.2885
01-03-2024,39.3798
04-03-2024,39.3952
05-03-2024,39.7381
06-03-2024,39.9311
07-03-2024,40.2029
08-03-2024,40.4357
11-03-2024,40.7816
12-03-2024,40.9585
13-03-2024,40.8578
14-03-2024,40.9129
15-03-2024,40.9929
18-03-2024,40.8704
19-03-2024,41.007
20-03-2024,40.8946
21-03-2024,40.9949
22-03-2024,41.1957
25-03-2024,40.2028
26-03-2024,40.3768
27-03-2024,40.5489
28-03-2024,40.537
29-03-2024,40.6169
01-04-2024,40.6665
02-04-2024,40.7631
03-04-2024,40.2963
04-04-2024,40.0934
05-04-2024,40.239
08-04-2024,40.2509
09-04-2024,40.3449
15-04-2024,40.3449
16-04-2024,40.2775
17-04-2024,40.2549
18-04-2024,40.3893
19-04-2024,40.4148
22-04-2024,40.3782
24-04-2024,40.0684
25-04-2024,40.3078
26-04-2024,40.5575
29-04-2024,40.5424
30-04-2024,40.4444
02-05-2024,40.4475
03-05-2024,40.3938
06-05-2024,40.415
07-05-2024,40.4463
08-05-2024,40.324
09-05-2024,40.1412
10-05-2024,40.0856
13-05-2024,40.2252
14-05-2024,40.2194
15-05-2024,40.3307
16-05-2024,40.5649
17-05-2024,40.6766
20-05-2024,40.6714
21-05-2024,40.7691
22-05-2024,40.8184
23-05-2024,40.8279
24-05-2024,40.8371
27-05-2024,40.7803
28-05-2024,40.8926
29-05-2024,40.9641
30-05-2024,40.9884
31-05-2024,40.9092
03-06-2024,40.7895
04-06-2024,40.8205
05-06-2024,41.1526
06-06-2024,41.3876
07-06-2024,41.071
10-06-2024,41.1251
11-06-2024,41.067
12-06-2024,41.0651
13-06-2024,41.1346
14-06-2024,41.125
20-06-2024,41.2073
21-06-2024,41.2968
24-06-2024,41.3867
25-06-2024,41.464
26-06-2024,41.6821
27-06-2024,41.6061
28-06-2024,41.4484
01-07-2024,41.4365
02-07-2024,41.2734
03-07-2024,41.1593
04-07-2024,41.1849
05-07-2024,41.379
08-07-2024,41.6363
09-07-2024,41.7652
10-07-2024,41.8499
11-07-2024,42.0268
12-07-2024,42.2094
16-07-2024,42.5162
17-07-2024,42.7408
18-07-2024,42.9489
19-07-2024,42.8437
22-07-2024,42.5768
23-07-2024,42.5155
24-07-2024,42.3905
25-07-2024,42.2567
26-07-2024,42.4187
29-07-2024,42.3359
30-07-2024,42.2259
31-07-2024,42.3866
01-08-2024,42.394
02-08-2024,42.2169
05-08-2024,42.0403
06-08-2024,42.3668
07-08-2024,42.4102
08-08-2024,42.5049
09-08-2024,42.3897
12-08-2024,42.6146
13-08-2024,42.6695
14-08-2024,42.7862
15-08-2024,42.9313
16-08-2024,43.0785
19-08-2024,43.2639
20-08-2024,43.5452
21-08-2024,43.8053
22-08-2024,44.0078
23-08-2024,44.3038
26-08-2024,44.395
27-08-2024,44.6922
28-08-2024,44.7956
29-08-2024,44.8349
02-09-2024,44.7031
03-09-2024,44.4776
04-09-2024,44.3819
05-09-2024,44.4813
06-09-2024,44.5417
09-09-2024,44.5835
10-09-2024,44.3953
11-09-2024,44.431
12-09-2024,44.3404
13-09-2024,44.1463
16-09-2024,44.3399
17-09-2024,44.6085
18-09-2024,44.8209
19-09-2024,44.8605
20-09-2024,44.9993
23-09-2024,45.0895
24-09-2024,45.1934
25-09-2024,45.4742
26-09-2024,45.5363
27-09-2024,45.4742
30-09-2024,45.5408
01-10-2024,45.646
02-10-2024,45.4268
03-10-2024,45.3075
04-10-2024,44.7188
07-10-2024,44.8543
08-10-2024,44.6727
09-10-2024,44.7268
10-10-2024,44.6624
11-10-2024,44.5905
14-10-2024,44.5585
15-10-2024,44.5842
16-10-2024,44.6371
17-10-2024,44.3685
18-10-2024,44.2525
21-10-2024,44.5163
22-10-2024,44.4347
23-10-2024,44.3239
24-10-2024,44.2847
25-10-2024,44.2397
28-10-2024,44.2915
30-10-2024,44.2915
31-10-2024,44.3881
01-11-2024,44.2973
04-11-2024,44.0978
05-11-2024,44.3865
06-11-2024,44.4229
07-11-2024,43.9641
08-11-2024,44.0742
11-11-2024,44.3387
12-11-2024,44.1446
13-11-2024,43.9178
14-11-2024,43.6574
15-11-2024,43.3731
18-11-2024,43.4323
19-11-2024,43.4045
20-11-2024,43.5922
21-11-2024,43.5749
22-11-2024,43.4726
25-11-2024,43.1554
26-11-2024,43.3342
27-11-2024,43.3657
28-11-2024,43.4856
29-11-2024,43.6819
02-12-2024,43.863
03-12-2024,43.9234
04-12-2024,43.8539
05-12-2024,43.9057
06-12-2024,44.0475
