Tarih,TP_DK_JPY_S_YTL
09-11-2021,8.5693
10-11-2021,8.6312
11-11-2021,8.6821
12-11-2021,8.7346
15-11-2021,8.7243
16-11-2021,8.7993
17-11-2021,8.9389
18-11-2021,9.0947
19-11-2021,9.4095
22-11-2021,9.6998
23-11-2021,9.8265
24-11-2021,10.6304
25-11-2021,11.0108
26-11-2021,10.4456
29-11-2021,10.6244
30-11-2021,11.21
01-12-2021,11.4977
02-12-2021,11.8033
03-12-2021,11.8999
06-12-2021,12.1215
07-12-2021,12.2205
08-12-2021,12.0767
09-12-2021,12.0532
10-12-2021,12.1555
13-12-2021,12.2225
14-12-2021,12.5909
15-12-2021,12.5278
16-12-2021,12.9207
17-12-2021,13.3829
20-12-2021,14.4459
21-12-2021,15.4571
22-12-2021,11.504
23-12-2021,10.9473
24-12-2021,10.0616
27-12-2021,10.2962
28-12-2021,9.9811
29-12-2021,10.3449
30-12-2021,10.6773
31-12-2021,11.3179
03-01-2022,11.6267
04-01-2022,11.6998
05-01-2022,11.4283
06-01-2022,11.5859
07-01-2022,11.8215
10-01-2022,11.9213
11-01-2022,11.9148
12-01-2022,11.9554
13-01-2022,11.9413
14-01-2022,11.8732
17-01-2022,11.9118
18-01-2022,11.8254
19-01-2022,11.8226
20-01-2022,11.9074
21-01-2022,11.8078
24-01-2022,11.8156
25-01-2022,11.8199
26-01-2022,11.8948
27-01-2022,11.884
28-01-2022,11.8746
31-01-2022,11.8214
01-02-2022,11.6559
02-02-2022,11.6904
03-02-2022,11.7769
04-02-2022,11.8676
07-02-2022,11.8187
08-02-2022,11.8142
09-02-2022,11.8506
10-02-2022,11.8035
11-02-2022,11.7439
14-02-2022,11.6781
15-02-2022,11.8002
16-02-2022,11.8247
17-02-2022,11.8202
18-02-2022,11.8638
21-02-2022,11.8689
22-02-2022,11.8966
23-02-2022,12.0178
24-02-2022,12.0283
25-02-2022,12.4659
28-02-2022,12.2242
01-03-2022,12.0188
02-03-2022,12.1345
03-03-2022,12.2373
04-03-2022,12.2446
07-03-2022,12.3347
08-03-2022,12.4847
09-03-2022,12.5778
10-03-2022,12.6607
11-03-2022,12.7686
14-03-2022,12.8075
15-03-2022,12.5775
16-03-2022,12.5526
17-03-2022,12.4576
18-03-2022,12.414
21-03-2022,12.4651
22-03-2022,12.4791
23-03-2022,12.3217
24-03-2022,12.2897
25-03-2022,12.2385
28-03-2022,12.2198
29-03-2022,11.9943
30-03-2022,12.0178
31-03-2022,12.072
01-04-2022,12.0705
04-04-2022,12.0177
05-04-2022,12.0213
06-04-2022,12.0146
07-04-2022,11.9303
08-04-2022,11.9475
11-04-2022,11.9125
12-04-2022,11.7826
13-04-2022,11.7243
14-04-2022,11.602
15-04-2022,11.6929
18-04-2022,11.6054
19-04-2022,11.6002
20-04-2022,11.4589
21-04-2022,11.4655
22-04-2022,11.4944
25-04-2022,11.5167
26-04-2022,11.5523
27-04-2022,11.6045
28-04-2022,11.6109
29-04-2022,11.3592
05-05-2022,11.4092
06-05-2022,11.4799
09-05-2022,11.4673
10-05-2022,11.4642
11-05-2022,11.7171
12-05-2022,11.8176
13-05-2022,11.972
16-05-2022,12.031
17-05-2022,12.0881
18-05-2022,12.2593
20-05-2022,12.3738
23-05-2022,12.4939
24-05-2022,12.4734
25-05-2022,12.6758
26-05-2022,12.8553
27-05-2022,12.9594
30-05-2022,12.9217
31-05-2022,12.9007
01-06-2022,12.8592
02-06-2022,12.7336
03-06-2022,12.7181
06-06-2022,12.7249
07-06-2022,12.7252
08-06-2022,12.6364
09-06-2022,12.833
10-06-2022,12.9287
13-06-2022,12.8015
14-06-2022,12.866
15-06-2022,12.8796
16-06-2022,12.8799
17-06-2022,13.009
20-06-2022,12.904
21-06-2022,12.8944
22-06-2022,12.8319
23-06-2022,12.7787
24-06-2022,12.8578
27-06-2022,12.9142
28-06-2022,12.3658
29-06-2022,12.2826
30-06-2022,12.2828
01-07-2022,12.277
04-07-2022,12.4027
05-07-2022,12.4553
06-07-2022,12.5061
07-07-2022,12.7493
08-07-2022,12.7491
13-07-2022,12.7491
14-07-2022,12.7391
18-07-2022,12.6165
19-07-2022,12.6903
20-07-2022,12.7981
21-07-2022,12.7622
22-07-2022,12.7716
25-07-2022,12.9424
26-07-2022,13.1026
27-07-2022,13.1069
28-07-2022,13.1151
29-07-2022,13.267
01-08-2022,13.5037
02-08-2022,13.6044
03-08-2022,13.7576
04-08-2022,13.5155
05-08-2022,13.428
08-08-2022,13.5282
09-08-2022,13.3424
10-08-2022,13.3465
11-08-2022,13.3427
12-08-2022,13.5893
15-08-2022,13.4962
16-08-2022,13.5095
17-08-2022,13.4496
18-08-2022,13.3629
19-08-2022,13.3482
22-08-2022,13.2807
23-08-2022,13.2721
24-08-2022,13.2394
25-08-2022,13.3185
26-08-2022,13.3496
29-08-2022,13.3126
31-08-2022,13.1564
01-09-2022,13.1614
02-09-2022,13.1101
05-09-2022,13.0249
06-09-2022,13.0132
07-09-2022,12.9083
08-09-2022,12.6746
09-09-2022,12.7266
12-09-2022,12.8653
13-09-2022,12.8187
14-09-2022,12.8669
15-09-2022,12.7731
16-09-2022,12.7661
19-09-2022,12.7848
20-09-2022,12.7843
21-09-2022,12.7842
22-09-2022,12.7732
23-09-2022,12.8418
26-09-2022,12.9312
27-09-2022,12.8473
28-09-2022,12.8352
29-09-2022,12.8282
30-09-2022,12.8409
03-10-2022,12.875
04-10-2022,12.8363
05-10-2022,12.8669
06-10-2022,12.9038
07-10-2022,12.8835
10-10-2022,12.8604
11-10-2022,12.8107
12-10-2022,12.797
13-10-2022,12.7389
14-10-2022,12.6997
17-10-2022,12.6238
18-10-2022,12.5343
19-10-2022,12.5062
20-10-2022,12.4732
21-10-2022,12.4425
24-10-2022,12.3572
25-10-2022,12.503
26-10-2022,12.5312
27-10-2022,12.679
28-10-2022,12.7741
31-10-2022,12.7741
01-11-2022,12.5895
02-11-2022,12.6575
03-11-2022,12.6903
04-11-2022,12.613
07-11-2022,12.633
08-11-2022,12.6996
09-11-2022,12.7373
10-11-2022,12.811
11-11-2022,12.7474
14-11-2022,13.2372
15-11-2022,13.327
16-11-2022,13.3819
17-11-2022,13.3852
18-11-2022,13.3748
21-11-2022,13.3467
22-11-2022,13.2101
23-11-2022,13.1979
24-11-2022,13.22
25-11-2022,13.4746
28-11-2022,13.4346
29-11-2022,13.5401
30-11-2022,13.5278
01-12-2022,13.4823
02-12-2022,13.7101
05-12-2022,13.9195
06-12-2022,13.8285
07-12-2022,13.666
08-12-2022,13.5921
09-12-2022,13.6668
12-12-2022,13.7356
13-12-2022,13.6721
14-12-2022,13.5935
15-12-2022,13.8377
16-12-2022,13.7211
19-12-2022,13.6414
20-12-2022,13.7518
21-12-2022,14.1231
22-12-2022,14.2031
23-12-2022,14.1894
26-12-2022,14.1285
27-12-2022,14.0987
28-12-2022,14.0962
29-12-2022,14.016
30-12-2022,14.0401
02-01-2023,14.2237
03-01-2023,14.3499
04-01-2023,14.403
05-01-2023,14.4054
06-01-2023,14.2012
09-01-2023,14.0178
10-01-2023,14.2352
11-01-2023,14.2714
12-01-2023,14.2167
13-01-2023,14.3466
16-01-2023,14.6602
17-01-2023,14.6906
18-01-2023,14.6396
19-01-2023,14.5319
20-01-2023,14.6948
23-01-2023,14.5732
24-01-2023,14.5083
25-01-2023,14.4955
26-01-2023,14.499
27-01-2023,14.5457
30-01-2023,14.5176
31-01-2023,14.5249
01-02-2023,14.4752
02-02-2023,14.5152
03-02-2023,14.6516
06-02-2023,14.6808
07-02-2023,14.315
08-02-2023,14.3076
09-02-2023,14.4323
10-02-2023,14.4197
13-02-2023,14.4378
14-02-2023,14.2673
15-02-2023,14.3095
16-02-2023,14.1748
17-02-2023,14.1277
20-02-2023,14.0237
21-02-2023,14.1093
22-02-2023,14.0603
23-02-2023,14.0395
24-02-2023,14.0372
27-02-2023,14.0202
28-02-2023,13.8975
01-03-2023,13.8606
02-03-2023,13.9468
03-03-2023,13.869
06-03-2023,13.895
07-03-2023,13.9486
08-03-2023,13.9617
09-03-2023,13.8131
10-03-2023,13.9349
13-03-2023,13.9099
14-03-2023,14.2209
15-03-2023,14.2095
16-03-2023,14.1792
17-03-2023,14.3414
20-03-2023,14.3291
21-03-2023,14.5475
22-03-2023,14.4471
23-03-2023,14.4003
24-03-2023,14.5702
27-03-2023,14.6977
28-03-2023,14.5855
29-03-2023,14.631
30-03-2023,14.5425
31-03-2023,14.5054
03-04-2023,14.4306
04-04-2023,14.4426
05-04-2023,14.5139
06-04-2023,14.6797
07-04-2023,14.6998
10-04-2023,14.6604
11-04-2023,14.5979
12-04-2023,14.5228
13-04-2023,14.4809
14-04-2023,14.5574
17-04-2023,14.6587
18-04-2023,14.5062
19-04-2023,14.5062
20-04-2023,14.4426
24-04-2023,14.4426
25-04-2023,14.4851
26-04-2023,14.5185
27-04-2023,14.5899
28-04-2023,14.5771
02-05-2023,14.3557
03-05-2023,14.2
04-05-2023,14.3977
05-05-2023,14.5302
08-05-2023,14.578
09-05-2023,14.4928
10-05-2023,14.5107
11-05-2023,14.4863
12-05-2023,14.5869
15-05-2023,14.5763
16-05-2023,14.4904
17-05-2023,14.5507
18-05-2023,14.4678
22-05-2023,14.406
23-05-2023,14.418
24-05-2023,14.3844
25-05-2023,14.3941
26-05-2023,14.3238
29-05-2023,14.3442
30-05-2023,14.3448
31-05-2023,14.5546
01-06-2023,14.8427
02-06-2023,14.9193
05-06-2023,15.0724
06-06-2023,15.1348
07-06-2023,15.4601
08-06-2023,16.59
09-06-2023,16.7538
12-06-2023,16.8634
13-06-2023,17.0172
14-06-2023,17.0117
15-06-2023,16.928
16-06-2023,16.81
19-06-2023,16.8344
20-06-2023,16.7326
21-06-2023,16.7181
22-06-2023,16.6604
23-06-2023,16.7102
26-06-2023,17.709
27-06-2023,18.1043
03-07-2023,18.1043
04-07-2023,18.0593
05-07-2023,18.0803
06-07-2023,18.1123
07-07-2023,18.1751
10-07-2023,18.2582
11-07-2023,18.3803
12-07-2023,18.6372
13-07-2023,18.7881
14-07-2023,18.9449
17-07-2023,18.9666
18-07-2023,19.0431
19-07-2023,19.482
20-07-2023,19.3337
21-07-2023,19.3524
24-07-2023,19.0922
25-07-2023,19.1328
26-07-2023,19.122
27-07-2023,19.2513
28-07-2023,19.3078
31-07-2023,19.4031
01-08-2023,19.0151
02-08-2023,18.9482
03-08-2023,18.966
04-08-2023,18.921
07-08-2023,18.9687
08-08-2023,19.0356
09-08-2023,18.9351
10-08-2023,18.9152
11-08-2023,18.848
14-08-2023,18.7537
15-08-2023,18.7186
16-08-2023,18.6328
17-08-2023,18.6486
18-08-2023,18.6003
21-08-2023,18.6831
22-08-2023,18.6989
23-08-2023,18.722
24-08-2023,18.7594
25-08-2023,18.716
28-08-2023,18.159
29-08-2023,18.1816
31-08-2023,18.1993
01-09-2023,18.3504
04-09-2023,18.423
05-09-2023,18.3434
06-09-2023,18.2679
07-09-2023,18.2418
08-09-2023,18.2572
11-09-2023,18.2689
12-09-2023,18.3998
13-09-2023,18.3664
14-09-2023,18.3375
15-09-2023,18.3451
18-09-2023,18.2987
19-09-2023,18.3507
20-09-2023,18.3519
21-09-2023,18.3156
22-09-2023,18.3091
25-09-2023,18.3551
26-09-2023,18.3698
27-09-2023,18.3471
28-09-2023,18.3597
29-09-2023,18.4094
02-10-2023,18.4481
03-10-2023,18.3799
04-10-2023,18.3968
05-10-2023,18.5509
06-10-2023,18.5613
09-10-2023,18.5747
10-10-2023,18.6201
11-10-2023,18.6637
12-10-2023,18.6915
13-10-2023,18.6581
16-10-2023,18.6151
17-10-2023,18.6929
18-10-2023,18.7084
19-10-2023,18.7566
20-10-2023,18.7437
23-10-2023,18.7314
24-10-2023,18.7592
25-10-2023,18.8302
26-10-2023,18.8095
27-10-2023,18.7646
30-10-2023,18.817
31-10-2023,18.9309
01-11-2023,18.8408
02-11-2023,18.7757
03-11-2023,18.9036
06-11-2023,18.9408
07-11-2023,19.0534
08-11-2023,18.9859
09-11-2023,18.9726
10-11-2023,18.9362
13-11-2023,18.8921
14-11-2023,18.8874
15-11-2023,18.9205
16-11-2023,19.0943
17-11-2023,19.0187
20-11-2023,19.2019
21-11-2023,19.4009
22-11-2023,19.5554
23-11-2023,19.3844
24-11-2023,19.3729
27-11-2023,19.349
28-11-2023,19.4397
29-11-2023,19.5204
30-11-2023,19.6531
01-12-2023,19.6458
04-12-2023,19.5718
05-12-2023,19.749
06-12-2023,19.7239
07-12-2023,19.6955
08-12-2023,19.9471
11-12-2023,20.1185
12-12-2023,19.89
13-12-2023,20.0161
14-12-2023,19.9807
15-12-2023,20.5444
18-12-2023,20.5245
19-12-2023,20.4392
20-12-2023,20.1834
21-12-2023,20.3451
22-12-2023,20.4159
25-12-2023,20.5771
26-12-2023,20.5991
27-12-2023,20.6417
28-12-2023,20.6533
29-12-2023,20.9596
02-01-2024,20.8841
03-01-2024,21.0382
04-01-2024,20.9497
05-01-2024,20.7704
08-01-2024,20.5929
09-01-2024,20.7489
10-01-2024,20.8328
11-01-2024,20.7196
12-01-2024,20.6834
15-01-2024,20.7679
16-01-2024,20.7319
17-01-2024,20.6076
18-01-2024,20.4369
19-01-2024,20.4369
22-01-2024,20.4183
23-01-2024,20.469
24-01-2024,20.5586
25-01-2024,20.5529
26-01-2024,20.5545
29-01-2024,20.5473
30-01-2024,20.5712
31-01-2024,20.6531
01-02-2024,20.5924
02-02-2024,20.7314
05-02-2024,20.8036
06-02-2024,20.6169
07-02-2024,20.6124
08-02-2024,20.7169
09-02-2024,20.597
12-02-2024,20.5684
13-02-2024,20.6292
14-02-2024,20.5965
15-02-2024,20.4668
16-02-2024,20.5396
19-02-2024,20.5355
20-02-2024,20.626
21-02-2024,20.606
22-02-2024,20.6806
23-02-2024,20.7003
26-02-2024,20.6671
27-02-2024,20.7042
28-02-2024,20.7597
29-02-2024,20.7356
01-03-2024,20.8846
04-03-2024,20.8467
05-03-2024,20.9765
06-03-2024,21.0578
07-03-2024,21.2377
08-03-2024,21.5664
11-03-2024,21.6942
12-03-2024,21.8589
13-03-2024,21.7945
14-03-2024,21.7588
15-03-2024,21.7834
18-03-2024,21.7053
19-03-2024,21.7109
20-03-2024,21.5482
21-03-2024,21.4179
22-03-2024,21.4701
25-03-2024,21.1908
26-03-2024,21.2737
27-03-2024,21.3047
28-03-2024,21.3205
29-03-2024,21.3962
01-04-2024,21.4207
02-04-2024,21.4663
03-04-2024,21.2727
04-04-2024,21.1396
05-04-2024,21.0744
08-04-2024,21.1783
09-04-2024,21.1637
15-04-2024,21.1637
16-04-2024,21.0939
17-04-2024,21.057
18-04-2024,21.0876
19-04-2024,21.1131
22-04-2024,21.1321
24-04-2024,21.0936
25-04-2024,21.0496
26-04-2024,20.9561
29-04-2024,20.8029
30-04-2024,20.8093
02-05-2024,20.677
03-05-2024,20.9118
06-05-2024,21.1385
07-05-2024,21.0451
08-05-2024,20.9464
09-05-2024,20.8144
10-05-2024,20.7318
13-05-2024,20.7357
14-05-2024,20.7119
15-05-2024,20.6663
16-05-2024,20.7628
17-05-2024,20.8851
20-05-2024,20.7488
21-05-2024,20.736
22-05-2024,20.6703
23-05-2024,20.6172
24-05-2024,20.5996
27-05-2024,20.5574
28-05-2024,20.5665
29-05-2024,20.5609
30-05-2024,20.5652
31-05-2024,20.643
03-06-2024,20.5286
04-06-2024,20.5628
05-06-2024,20.8702
06-06-2024,20.8797
07-06-2024,20.6974
10-06-2024,20.7939
11-06-2024,20.7117
12-06-2024,20.6394
13-06-2024,20.6237
14-06-2024,20.5881
20-06-2024,20.7115
21-06-2024,20.6529
24-06-2024,20.7169
25-06-2024,20.639
26-06-2024,20.7194
27-06-2024,20.6452
28-06-2024,20.5477
01-07-2024,20.5048
02-07-2024,20.3416
03-07-2024,20.2711
04-07-2024,20.1589
05-07-2024,20.2463
08-07-2024,20.3813
09-07-2024,20.3626
10-07-2024,20.4187
11-07-2024,20.448
12-07-2024,20.4128
16-07-2024,20.7669
17-07-2024,20.9275
18-07-2024,21.1588
19-07-2024,21.2173
22-07-2024,21.0621
23-07-2024,21.1062
24-07-2024,21.148
25-07-2024,21.3126
26-07-2024,21.719
29-07-2024,21.4624
30-07-2024,21.5363
31-07-2024,21.421
01-08-2024,22.0213
02-08-2024,22.1424
05-08-2024,22.2962
06-08-2024,23.4183
07-08-2024,23.1137
08-08-2024,22.8705
09-08-2024,22.9874
12-08-2024,22.8308
13-08-2024,22.819
14-08-2024,22.7672
15-08-2024,22.8589
16-08-2024,22.8956
19-08-2024,22.707
20-08-2024,23.1268
21-08-2024,23.1217
22-08-2024,23.2656
23-08-2024,23.3457
26-08-2024,23.3231
27-08-2024,23.6694
28-08-2024,23.5433
29-08-2024,23.6166
02-09-2024,23.5592
03-09-2024,23.2271
04-09-2024,23.3095
05-09-2024,23.5239
06-09-2024,23.7305
09-09-2024,23.8499
10-09-2024,23.7886
11-09-2024,23.8178
12-09-2024,24.0823
13-09-2024,23.8663
16-09-2024,24.1179
17-09-2024,24.3139
18-09-2024,24.2555
19-09-2024,24.1135
20-09-2024,23.9129
23-09-2024,23.7096
24-09-2024,23.8131
25-09-2024,23.7293
26-09-2024,23.7649
27-09-2024,23.6714
30-09-2024,23.9115
01-10-2024,24.0548
02-10-2024,23.8093
03-10-2024,23.7613
04-10-2024,23.3458
07-10-2024,23.4161
08-10-2024,23.1393
09-10-2024,23.2388
10-10-2024,23.1066
11-10-2024,23.0199
14-10-2024,23.0444
15-10-2024,22.9855
16-10-2024,23.0224
17-10-2024,22.9732
18-10-2024,22.8887
21-10-2024,22.8856
22-10-2024,22.8982
23-10-2024,22.7464
24-10-2024,22.5042
25-10-2024,22.5859
28-10-2024,22.6002
30-10-2024,22.6002
31-10-2024,22.4414
01-11-2024,22.5168
04-11-2024,22.5188
05-11-2024,22.6528
06-11-2024,22.6138
07-11-2024,22.2879
08-11-2024,22.2855
11-11-2024,22.5698
12-11-2024,22.4092
13-11-2024,22.3798
14-11-2024,22.2325
15-11-2024,22.0838
18-11-2024,22.1586
19-11-2024,22.3331
20-11-2024,22.4964
21-11-2024,22.2147
22-11-2024,22.3799
25-11-2024,22.3933
26-11-2024,22.4385
27-11-2024,22.5549
28-11-2024,22.885
29-11-2024,22.8697
02-12-2024,23.14
03-12-2024,23.155
04-12-2024,23.2239
05-12-2024,23.1398
06-12-2024,23.2045
