Tarih,TP_DK_EUR_A_YTL
04-11-2024,37.1848
05-11-2024,37.3528
06-11-2024,37.3363
07-11-2024,36.7154
08-11-2024,36.7576
11-11-2024,36.9321
12-11-2024,36.6384
13-11-2024,36.4642
14-11-2024,36.4323
15-11-2024,36.1255
18-11-2024,36.2766
19-11-2024,36.3227
20-11-2024,36.4813
21-11-2024,36.3826
22-11-2024,36.2759
25-11-2024,35.9849
26-11-2024,36.1612
27-11-2024,36.2891
28-11-2024,36.3371
29-11-2024,36.4509
02-12-2024,36.5473
03-12-2024,36.4313
04-12-2024,36.4494
05-12-2024,36.439
06-12-2024,36.5136
